from,to,value,origin_lon,origin_lat,destination_lon,destination_lat
N142,N038,102.9165784,139.4863781,35.90928989,139.4857581,35.92730148
N142,N029,71.61180303,139.4863781,35.90928989,139.4738024,35.93186968
N024,N038,56.58138297,139.4779782,35.93637544,139.4857581,35.92730148
N159,N034,56.183707,139.4819365,35.90669505,139.4823289,35.92925296
N054,N029,50.9622065,139.4891153,35.92486934,139.4738024,35.93186968
N142,N051,48.99582835,139.4863781,35.90928989,139.4801564,35.92528365
N029,N142,47.5762094,139.4738024,35.93186968,139.4863781,35.90928989
N034,N159,43.53819618,139.4823289,35.92925296,139.4819365,35.90669505
N038,N142,42.67868857,139.4857581,35.92730148,139.4863781,35.90928989
N038,N024,42.16492545,139.4857581,35.92730148,139.4779782,35.93637544
N029,N054,34.80279431,139.4738024,35.93186968,139.4891153,35.92486934
N176,N124,31.42458871,139.479646,35.90174465,139.4706213,35.91712919
N029,N038,30.46545321,139.4738024,35.93186968,139.4857581,35.92730148
N159,N024,28.44515903,139.4819365,35.90669505,139.4779782,35.93637544
N038,N029,28.25866457,139.4857581,35.92730148,139.4738024,35.93186968
N142,N024,27.74452671,139.4863781,35.90928989,139.4779782,35.93637544
N159,N038,26.92259219,139.4819365,35.90669505,139.4857581,35.92730148
N142,N034,23.523138,139.4863781,35.90928989,139.4823289,35.92925296
N051,N142,21.70653339,139.4801564,35.92528365,139.4863781,35.90928989
N084,N124,21.35557254,139.4919175,35.91985361,139.4706213,35.91712919
N034,N142,20.85551826,139.4823289,35.92925296,139.4863781,35.90928989
N021,N082,20.70342806,139.4827885,35.93943183,139.494979,35.92320476
N142,N161,18.14376321,139.4863781,35.90928989,139.4751826,35.90413321
N124,N084,17.07629143,139.4706213,35.91712919,139.4919175,35.91985361
N124,N176,16.1565401,139.4706213,35.91712919,139.479646,35.90174465
N161,N124,15.69128604,139.4751826,35.90413321,139.4706213,35.91712919
N024,N142,15.40268235,139.4779782,35.93637544,139.4863781,35.90928989
N029,N142,13.28458164,139.4738024,35.93186968,139.4863781,35.90928989
N177,N161,12.74176029,139.4848177,35.9004588,139.4751826,35.90413321
N038,N159,11.96246126,139.4857581,35.92730148,139.4819365,35.90669505
N104,N038,11.66885434,139.4791296,35.91825541,139.4857581,35.92730148
N021,N038,10.40275459,139.4827885,35.93943183,139.4857581,35.92730148
N021,N050,10.3688223,139.4827885,35.93943183,139.4923525,35.92744048
N024,N159,10.30234874,139.4779782,35.93637544,139.4819365,35.90669505
N034,N161,10.28007972,139.4823289,35.92925296,139.4751826,35.90413321
N124,N161,10.11066862,139.4706213,35.91712919,139.4751826,35.90413321
N038,N051,9.40276728,139.4857581,35.92730148,139.4801564,35.92528365
N177,N050,8.60898816,139.4848177,35.9004588,139.4923525,35.92744048
N054,N029,8.52166268,139.4891153,35.92486934,139.4738024,35.93186968
N177,N124,8.02351034,139.4848177,35.9004588,139.4706213,35.91712919
N142,N029,7.86141707,139.4863781,35.90928989,139.4738024,35.93186968
N029,N054,7.82949609,139.4738024,35.93186968,139.4891153,35.92486934
N050,N177,7.78235254,139.4923525,35.92744048,139.4848177,35.9004588
N038,N161,7.42342428,139.4857581,35.92730148,139.4751826,35.90413321
N084,N029,7.27574901,139.4919175,35.91985361,139.4738024,35.93186968
N034,N176,7.27339608,139.4823289,35.92925296,139.479646,35.90174465
N029,N082,7.0573473,139.4738024,35.93186968,139.494979,35.92320476
N142,N054,7.0516593,139.4863781,35.90928989,139.4891153,35.92486934
N161,N177,6.98689659,139.4751826,35.90413321,139.4848177,35.9004588
N124,N038,6.67356759,139.4706213,35.91712919,139.4857581,35.92730148
N161,N050,6.46706849,139.4751826,35.90413321,139.4923525,35.92744048
N021,N177,6.40558832,139.4827885,35.93943183,139.4848177,35.9004588
N082,N161,6.27815694,139.494979,35.92320476,139.4751826,35.90413321
N038,N029,5.89343358,139.4857581,35.92730148,139.4738024,35.93186968
N029,N038,5.87472452,139.4738024,35.93186968,139.4857581,35.92730148
N034,N142,5.82941035,139.4823289,35.92925296,139.4863781,35.90928989
N161,N082,5.6907774,139.4751826,35.90413321,139.494979,35.92320476
N026,N177,5.67320694,139.4887153,35.93199348,139.4848177,35.9004588
N051,N142,5.62341916,139.4801564,35.92528365,139.4863781,35.90928989
N177,N082,5.60273966,139.4848177,35.9004588,139.494979,35.92320476
N050,N161,5.53111321,139.4923525,35.92744048,139.4751826,35.90413321
N034,N026,5.47683983,139.4823289,35.92925296,139.4887153,35.93199348
N176,N050,5.38783222,139.479646,35.90174465,139.4923525,35.92744048
N142,N038,5.36326407,139.4863781,35.90928989,139.4857581,35.92730148
N177,N026,5.35074092,139.4848177,35.9004588,139.4887153,35.93199348
N082,N177,5.20396078,139.494979,35.92320476,139.4848177,35.9004588
N142,N176,5.19856827,139.4863781,35.90928989,139.479646,35.90174465
N159,N029,5.18051385,139.4819365,35.90669505,139.4738024,35.93186968
N029,N104,4.99152249,139.4738024,35.93186968,139.4791296,35.91825541
N068,N084,4.98909758,139.475443,35.92278785,139.4919175,35.91985361
N036,N104,4.95641877,139.4785868,35.92960222,139.4791296,35.91825541
N031,N038,4.66042239,139.4833958,35.93285874,139.4857581,35.92730148
N024,N124,4.50368651,139.4779782,35.93637544,139.4706213,35.91712919
N084,N124,4.48976844,139.4919175,35.91985361,139.4706213,35.91712919
N124,N177,4.47440344,139.4706213,35.91712919,139.4848177,35.9004588
N024,N038,4.42780092,139.4779782,35.93637544,139.4857581,35.92730148
N051,N034,4.40447392,139.4801564,35.92528365,139.4823289,35.92925296
N021,N082,4.35285079,139.4827885,35.93943183,139.494979,35.92320476
N034,N159,4.30196799,139.4823289,35.92925296,139.4819365,35.90669505
N124,N142,4.27730185,139.4706213,35.91712919,139.4863781,35.90928989
N176,N034,4.18313238,139.479646,35.90174465,139.4823289,35.92925296
N038,N104,4.13221883,139.4857581,35.92730148,139.4791296,35.91825541
N031,N082,4.01746941,139.4833958,35.93285874,139.494979,35.92320476
N159,N051,4.01437875,139.4819365,35.90669505,139.4801564,35.92528365
N051,N038,4.00593997,139.4801564,35.92528365,139.4857581,35.92730148
N161,N142,3.9677193,139.4751826,35.90413321,139.4863781,35.90928989
N176,N082,3.93248316,139.479646,35.90174465,139.494979,35.92320476
N038,N176,3.88031322,139.4857581,35.92730148,139.479646,35.90174465
N036,N124,3.83892879,139.4785868,35.92960222,139.4706213,35.91712919
N050,N176,3.83093489,139.4923525,35.92744048,139.479646,35.90174465
N084,N051,3.70291301,139.4919175,35.91985361,139.4801564,35.92528365
N026,N161,3.64990044,139.4887153,35.93199348,139.4751826,35.90413321
N104,N084,3.64659142,139.4791296,35.91825541,139.4919175,35.91985361
N159,N034,3.63543112,139.4819365,35.90669505,139.4823289,35.92925296
N161,N026,3.58520871,139.4751826,35.90413321,139.4887153,35.93199348
N142,N051,3.55705811,139.4863781,35.90928989,139.4801564,35.92528365
N038,N124,3.50300737,139.4857581,35.92730148,139.4706213,35.91712919
N124,N036,3.49841508,139.4706213,35.91712919,139.4785868,35.92960222
N084,N124,3.44898581,139.4919175,35.91985361,139.4706213,35.91712919
N038,N082,3.4352233,139.4857581,35.92730148,139.494979,35.92320476
N029,N031,3.39768511,139.4738024,35.93186968,139.4833958,35.93285874
N082,N029,3.34682423,139.494979,35.92320476,139.4738024,35.93186968
N159,N054,3.32730236,139.4819365,35.90669505,139.4891153,35.92486934
N176,N026,3.27056229,139.479646,35.90174465,139.4887153,35.93199348
N142,N124,3.24236422,139.4863781,35.90928989,139.4706213,35.91712919
N038,N142,3.16160338,139.4857581,35.92730148,139.4863781,35.90928989
N021,N161,3.11341536,139.4827885,35.93943183,139.4751826,35.90413321
N177,N161,3.08312746,139.4848177,35.9004588,139.4751826,35.90413321
N029,N159,3.05046838,139.4738024,35.93186968,139.4819365,35.90669505
N082,N176,3.03325835,139.494979,35.92320476,139.479646,35.90174465
N024,N082,2.98802888,139.4779782,35.93637544,139.494979,35.92320476
N124,N084,2.98707424,139.4706213,35.91712919,139.4919175,35.91985361
N142,N034,2.9599452,139.4863781,35.90928989,139.4823289,35.92925296
N024,N029,2.89136603,139.4779782,35.93637544,139.4738024,35.93186968
N051,N082,2.88748027,139.4801564,35.92528365,139.494979,35.92320476
N142,N161,2.7763012,139.4863781,35.90928989,139.4751826,35.90413321
N026,N176,2.75730594,139.4887153,35.93199348,139.479646,35.90174465
N142,N036,2.72276399,139.4863781,35.90928989,139.4785868,35.92960222
N031,N029,2.71883558,139.4833958,35.93285874,139.4738024,35.93186968
N024,N068,2.69596974,139.4779782,35.93637544,139.475443,35.92278785
N084,N104,2.69139003,139.4919175,35.91985361,139.4791296,35.91825541
N024,N047,2.69121158,139.4779782,35.93637544,139.4719071,35.92654005
N177,N084,2.62641575,139.4848177,35.9004588,139.4919175,35.91985361
N034,N082,2.54615886,139.4823289,35.92925296,139.494979,35.92320476
N051,N031,2.52207877,139.4801564,35.92528365,139.4833958,35.93285874
N104,N036,2.49985373,139.4791296,35.91825541,139.4785868,35.92960222
N104,N029,2.46743026,139.4791296,35.91825541,139.4738024,35.93186968
N021,N176,2.4552562,139.4827885,35.93943183,139.479646,35.90174465
N159,N038,2.42530716,139.4819365,35.90669505,139.4857581,35.92730148
N021,N082,2.41997999,139.4827885,35.93943183,139.494979,35.92320476
N038,N177,2.39683186,139.4857581,35.92730148,139.4848177,35.9004588
N124,N029,2.39002598,139.4706213,35.91712919,139.4738024,35.93186968
N124,N031,2.37401786,139.4706213,35.91712919,139.4833958,35.93285874
N031,N050,2.36251911,139.4833958,35.93285874,139.4923525,35.92744048
N177,N161,2.33192767,139.4848177,35.9004588,139.4751826,35.90413321
N024,N104,2.29322173,139.4779782,35.93637544,139.4791296,35.91825541
N124,N036,2.28109238,139.4706213,35.91712919,139.4785868,35.92960222
N036,N124,2.25307039,139.4785868,35.92960222,139.4706213,35.91712919
N161,N177,2.24464964,139.4751826,35.90413321,139.4848177,35.9004588
N104,N161,2.24053609,139.4791296,35.91825541,139.4751826,35.90413321
N124,N024,2.20869605,139.4706213,35.91712919,139.4779782,35.93637544
N031,N124,2.19122008,139.4833958,35.93285874,139.4706213,35.91712919
N038,N024,2.18151618,139.4857581,35.92730148,139.4779782,35.93637544
N024,N026,2.1789136,139.4779782,35.93637544,139.4887153,35.93199348
N082,N021,2.12147225,139.494979,35.92320476,139.4827885,35.93943183
N176,N084,2.0932853,139.479646,35.90174465,139.4919175,35.91985361
N029,N026,2.09138797,139.4738024,35.93186968,139.4887153,35.93199348
N029,N124,2.05566976,139.4738024,35.93186968,139.4706213,35.91712919
N051,N159,2.03348124,139.4801564,35.92528365,139.4819365,35.90669505
N124,N084,2.03263996,139.4706213,35.91712919,139.4919175,35.91985361
N176,N051,2.0156564,139.479646,35.90174465,139.4801564,35.92528365
N031,N047,1.99495474,139.4833958,35.93285874,139.4719071,35.92654005
N082,N051,1.98430133,139.494979,35.92320476,139.4801564,35.92528365
N068,N031,1.98147307,139.475443,35.92278785,139.4833958,35.93285874
N047,N031,1.97706432,139.4719071,35.92654005,139.4833958,35.93285874
N031,N068,1.97280359,139.4833958,35.93285874,139.475443,35.92278785
N161,N177,1.95363465,139.4751826,35.90413321,139.4848177,35.9004588
N031,N104,1.93819994,139.4833958,35.93285874,139.4791296,35.91825541
N024,N054,1.92837305,139.4779782,35.93637544,139.4891153,35.92486934
N036,N026,1.92472461,139.4785868,35.92960222,139.4887153,35.93199348
N054,N142,1.89947703,139.4891153,35.92486934,139.4863781,35.90928989
N021,N050,1.89802091,139.4827885,35.93943183,139.4923525,35.92744048
N104,N034,1.86961852,139.4791296,35.91825541,139.4823289,35.92925296
N068,N142,1.8660422,139.475443,35.92278785,139.4863781,35.90928989
N084,N034,1.86393853,139.4919175,35.91985361,139.4823289,35.92925296
N104,N142,1.85361591,139.4791296,35.91825541,139.4863781,35.90928989
N047,N142,1.84995692,139.4719071,35.92654005,139.4863781,35.90928989
N082,N024,1.80729786,139.494979,35.92320476,139.4779782,35.93637544
N024,N142,1.80451984,139.4779782,35.93637544,139.4863781,35.90928989
N084,N161,1.7909628,139.4919175,35.91985361,139.4751826,35.90413321
N142,N047,1.78056464,139.4863781,35.90928989,139.4719071,35.92654005
N024,N050,1.77226911,139.4779782,35.93637544,139.4923525,35.92744048
N161,N050,1.76664207,139.4751826,35.90413321,139.4923525,35.92744048
N142,N161,1.75352468,139.4863781,35.90928989,139.4751826,35.90413321
N161,N082,1.73518334,139.4751826,35.90413321,139.494979,35.92320476
N104,N036,1.71581478,139.4791296,35.91825541,139.4785868,35.92960222
N124,N142,1.68433128,139.4706213,35.91712919,139.4863781,35.90928989
N036,N142,1.68161062,139.4785868,35.92960222,139.4863781,35.90928989
N176,N029,1.66288397,139.479646,35.90174465,139.4738024,35.93186968
N034,N054,1.65212992,139.4823289,35.92925296,139.4891153,35.92486934
N161,N034,1.63867731,139.4751826,35.90413321,139.4823289,35.92925296
N024,N068,1.61124281,139.4779782,35.93637544,139.475443,35.92278785
N024,N047,1.59832177,139.4779782,35.93637544,139.4719071,35.92654005
N051,N024,1.57976391,139.4801564,35.92528365,139.4779782,35.93637544
N161,N084,1.57971053,139.4751826,35.90413321,139.4919175,35.91985361
N026,N024,1.56586298,139.4887153,35.93199348,139.4779782,35.93637544
N161,N084,1.56461763,139.4751826,35.90413321,139.4919175,35.91985361
N084,N068,1.53421348,139.4919175,35.91985361,139.475443,35.92278785
N029,N082,1.5143932,139.4738024,35.93186968,139.494979,35.92320476
N159,N031,1.51371907,139.4819365,35.90669505,139.4833958,35.93285874
N104,N176,1.47584906,139.4791296,35.91825541,139.479646,35.90174465
N068,N038,1.4608434,139.475443,35.92278785,139.4857581,35.92730148
N161,N082,1.43090633,139.4751826,35.90413321,139.494979,35.92320476
N104,N038,1.42163571,139.4791296,35.91825541,139.4857581,35.92730148
N050,N024,1.39399141,139.4923525,35.92744048,139.4779782,35.93637544
N029,N176,1.38645341,139.4738024,35.93186968,139.479646,35.90174465
N038,N051,1.38618871,139.4857581,35.92730148,139.4801564,35.92528365
N084,N068,1.37810375,139.4919175,35.91985361,139.475443,35.92278785
N024,N161,1.37274562,139.4779782,35.93637544,139.4751826,35.90413321
N051,N161,1.37068,139.4801564,35.92528365,139.4751826,35.90413321
N177,N050,1.36859542,139.4848177,35.9004588,139.4923525,35.92744048
N176,N124,1.34411476,139.479646,35.90174465,139.4706213,35.91712919
N176,N050,1.34274023,139.479646,35.90174465,139.4923525,35.92744048
N026,N177,1.34034921,139.4887153,35.93199348,139.4848177,35.9004588
N050,N177,1.32246607,139.4923525,35.92744048,139.4848177,35.9004588
N176,N124,1.30572049,139.479646,35.90174465,139.4706213,35.91712919
N036,N082,1.29027929,139.4785868,35.92960222,139.494979,35.92320476
N029,N084,1.28143843,139.4738024,35.93186968,139.4919175,35.91985361
N029,N050,1.26697821,139.4738024,35.93186968,139.4923525,35.92744048
N021,N050,1.26589212,139.4827885,35.93943183,139.4923525,35.92744048
N047,N026,1.26113262,139.4719071,35.92654005,139.4887153,35.93199348
N047,N038,1.25907948,139.4719071,35.92654005,139.4857581,35.92730148
N029,N161,1.25552136,139.4738024,35.93186968,139.4751826,35.90413321
N034,N176,1.25429093,139.4823289,35.92925296,139.479646,35.90174465
N142,N068,1.23556829,139.4863781,35.90928989,139.475443,35.92278785
N047,N124,1.22801656,139.4719071,35.92654005,139.4706213,35.91712919
N082,N161,1.22428902,139.494979,35.92320476,139.4751826,35.90413321
N068,N026,1.22398588,139.475443,35.92278785,139.4887153,35.93199348
N051,N176,1.21979145,139.4801564,35.92528365,139.479646,35.90174465
N029,N054,1.21087725,139.4738024,35.93186968,139.4891153,35.92486934
N021,N038,1.2075779,139.4827885,35.93943183,139.4857581,35.92730148
N176,N082,1.20670554,139.479646,35.90174465,139.494979,35.92320476
N124,N031,1.2000783,139.4706213,35.91712919,139.4833958,35.93285874
N176,N142,1.17978516,139.479646,35.90174465,139.4863781,35.90928989
N161,N026,1.17787801,139.4751826,35.90413321,139.4887153,35.93199348
N142,N024,1.17304284,139.4863781,35.90928989,139.4779782,35.93637544
N068,N161,1.17254567,139.475443,35.92278785,139.4751826,35.90413321
N176,N038,1.16927824,139.479646,35.90174465,139.4857581,35.92730148
N159,N084,1.15914454,139.4819365,35.90669505,139.4919175,35.91985361
N051,N159,1.15142261,139.4801564,35.92528365,139.4819365,35.90669505
N142,N082,1.14242049,139.4863781,35.90928989,139.494979,35.92320476
N142,N176,1.1394425,139.4863781,35.90928989,139.479646,35.90174465
N161,N142,1.13755151,139.4751826,35.90413321,139.4863781,35.90928989
N104,N054,1.13575179,139.4791296,35.91825541,139.4891153,35.92486934
N124,N176,1.12985254,139.4706213,35.91712919,139.479646,35.90174465
N068,N176,1.11777936,139.475443,35.92278785,139.479646,35.90174465
N176,N082,1.10377123,139.479646,35.90174465,139.494979,35.92320476
N029,N024,1.09621293,139.4738024,35.93186968,139.4779782,35.93637544
N176,N084,1.09298004,139.479646,35.90174465,139.4919175,35.91985361
N029,N031,1.07954573,139.4738024,35.93186968,139.4833958,35.93285874
N034,N054,1.07196172,139.4823289,35.92925296,139.4891153,35.92486934
N161,N038,1.04943192,139.4751826,35.90413321,139.4857581,35.92730148
N124,N054,1.04535282,139.4706213,35.91712919,139.4891153,35.92486934
N161,N050,1.04141472,139.4751826,35.90413321,139.4923525,35.92744048
N104,N024,1.03978585,139.4791296,35.91825541,139.4779782,35.93637544
N029,N024,1.03741276,139.4738024,35.93186968,139.4779782,35.93637544
N177,N026,1.0339668,139.4848177,35.9004588,139.4887153,35.93199348
N034,N161,1.02831656,139.4823289,35.92925296,139.4751826,35.90413321
N036,N038,1.02665578,139.4785868,35.92960222,139.4857581,35.92730148
N176,N050,1.02017049,139.479646,35.90174465,139.4923525,35.92744048
N176,N084,1.01323121,139.479646,35.90174465,139.4919175,35.91985361
N054,N159,1.01247266,139.4891153,35.92486934,139.4819365,35.90669505
N176,N104,0.99904122,139.479646,35.90174465,139.4791296,35.91825541
N054,N034,0.99374614,139.4891153,35.92486934,139.4823289,35.92925296
N031,N124,0.98665347,139.4833958,35.93285874,139.4706213,35.91712919
N177,N051,0.9794867,139.4848177,35.9004588,139.4801564,35.92528365
N176,N026,0.97884862,139.479646,35.90174465,139.4887153,35.93199348
N159,N034,0.97696338,139.4819365,35.90669505,139.4823289,35.92925296
N029,N031,0.97336089,139.4738024,35.93186968,139.4833958,35.93285874
N177,N084,0.97131361,139.4848177,35.9004588,139.4919175,35.91985361
N177,N082,0.9682834,139.4848177,35.9004588,139.494979,35.92320476
N024,N176,0.96753668,139.4779782,35.93637544,139.479646,35.90174465
N159,N124,0.96610847,139.4819365,35.90669505,139.4706213,35.91712919
N161,N084,0.96207565,139.4751826,35.90413321,139.4919175,35.91985361
N104,N038,0.95440672,139.4791296,35.91825541,139.4857581,35.92730148
N082,N177,0.95131992,139.494979,35.92320476,139.4848177,35.9004588
N142,N031,0.95107141,139.4863781,35.90928989,139.4833958,35.93285874
N047,N054,0.94282164,139.4719071,35.92654005,139.4891153,35.92486934
N054,N161,0.93344872,139.4891153,35.92486934,139.4751826,35.90413321
N050,N021,0.93324259,139.4923525,35.92744048,139.4827885,35.93943183
N029,N124,0.93285715,139.4738024,35.93186968,139.4706213,35.91712919
N068,N054,0.9237138,139.475443,35.92278785,139.4891153,35.92486934
N050,N176,0.92090253,139.4923525,35.92744048,139.479646,35.90174465
N177,N021,0.90945376,139.4848177,35.9004588,139.4827885,35.93943183
N026,N176,0.89507998,139.4887153,35.93199348,139.479646,35.90174465
N029,N038,0.89279492,139.4738024,35.93186968,139.4857581,35.92730148
N031,N177,0.89147994,139.4833958,35.93285874,139.4848177,35.9004588
N124,N142,0.88083437,139.4706213,35.91712919,139.4863781,35.90928989
N024,N124,0.88008782,139.4779782,35.93637544,139.4706213,35.91712919
N104,N031,0.87520024,139.4791296,35.91825541,139.4833958,35.93285874
N050,N177,0.87471383,139.4923525,35.92744048,139.4848177,35.9004588
N054,N024,0.87103245,139.4891153,35.92486934,139.4779782,35.93637544
N054,N177,0.86704403,139.4891153,35.92486934,139.4848177,35.9004588
N177,N124,0.86078231,139.4848177,35.9004588,139.4706213,35.91712919
N159,N038,0.85374331,139.4819365,35.90669505,139.4857581,35.92730148
N142,N104,0.85220971,139.4863781,35.90928989,139.4791296,35.91825541
N082,N029,0.85034504,139.494979,35.92320476,139.4738024,35.93186968
N159,N036,0.84941329,139.4819365,35.90669505,139.4785868,35.92960222
N124,N176,0.84425002,139.4706213,35.91712919,139.479646,35.90174465
N038,N036,0.8421435,139.4857581,35.92730148,139.4785868,35.92960222
N161,N124,0.8415508,139.4751826,35.90413321,139.4706213,35.91712919
N050,N161,0.84110609,139.4923525,35.92744048,139.4751826,35.90413321
N082,N176,0.84013745,139.494979,35.92320476,139.479646,35.90174465
N021,N177,0.83342769,139.4827885,35.93943183,139.4848177,35.9004588
N038,N068,0.8311818,139.4857581,35.92730148,139.475443,35.92278785
N029,N159,0.82670965,139.4738024,35.93186968,139.4819365,35.90669505
N031,N082,0.82296362,139.4833958,35.93285874,139.494979,35.92320476
N050,N176,0.82283581,139.4923525,35.92744048,139.479646,35.90174465
N104,N034,0.82268526,139.4791296,35.91825541,139.4823289,35.92925296
N038,N047,0.82082308,139.4857581,35.92730148,139.4719071,35.92654005
N104,N031,0.81304149,139.4791296,35.91825541,139.4833958,35.93285874
N082,N161,0.79775456,139.494979,35.92320476,139.4751826,35.90413321
N177,N082,0.78974077,139.4848177,35.9004588,139.494979,35.92320476
N104,N024,0.78727229,139.4791296,35.91825541,139.4779782,35.93637544
N050,N161,0.78718325,139.4923525,35.92744048,139.4751826,35.90413321
N034,N050,0.78714283,139.4823289,35.92925296,139.4923525,35.92744048
N161,N124,0.78110638,139.4751826,35.90413321,139.4706213,35.91712919
N124,N038,0.77884986,139.4706213,35.91712919,139.4857581,35.92730148
N177,N084,0.7624607,139.4848177,35.9004588,139.4919175,35.91985361
N177,N050,0.76144419,139.4848177,35.9004588,139.4923525,35.92744048
N031,N142,0.7613643,139.4833958,35.93285874,139.4863781,35.90928989
N159,N024,0.75612649,139.4819365,35.90669505,139.4779782,35.93637544
N024,N029,0.75544081,139.4779782,35.93637544,139.4738024,35.93186968
N176,N024,0.75455086,139.479646,35.90174465,139.4779782,35.93637544
N029,N084,0.74402358,139.4738024,35.93186968,139.4919175,35.91985361
N124,N177,0.74291976,139.4706213,35.91712919,139.4848177,35.9004588
N068,N024,0.74264133,139.475443,35.92278785,139.4779782,35.93637544
N047,N024,0.74245411,139.4719071,35.92654005,139.4779782,35.93637544
N084,N104,0.73414536,139.4919175,35.91985361,139.4791296,35.91825541
N142,N124,0.7307738,139.4863781,35.90928989,139.4706213,35.91712919
N084,N176,0.72901745,139.4919175,35.91985361,139.479646,35.90174465
N021,N177,0.72762357,139.4827885,35.93943183,139.4848177,35.9004588
N026,N161,0.7207434,139.4887153,35.93199348,139.4751826,35.90413321
N029,N104,0.71687019,139.4738024,35.93186968,139.4791296,35.91825541
N124,N038,0.7098185,139.4706213,35.91712919,139.4857581,35.92730148
N124,N159,0.70671534,139.4706213,35.91712919,139.4819365,35.90669505
N159,N029,0.70263214,139.4819365,35.90669505,139.4738024,35.93186968
N029,N124,0.69993871,139.4738024,35.93186968,139.4706213,35.91712919
N031,N029,0.6976928,139.4833958,35.93285874,139.4738024,35.93186968
N159,N051,0.69498647,139.4819365,35.90669505,139.4801564,35.92528365
N031,N038,0.6913548,139.4833958,35.93285874,139.4857581,35.92730148
N084,N177,0.68990502,139.4919175,35.91985361,139.4848177,35.9004588
N036,N050,0.68669035,139.4785868,35.92960222,139.4923525,35.92744048
N051,N038,0.68647343,139.4801564,35.92528365,139.4857581,35.92730148
N034,N177,0.68131082,139.4823289,35.92925296,139.4848177,35.9004588
N034,N026,0.6808532,139.4823289,35.92925296,139.4887153,35.93199348
N177,N029,0.67886542,139.4848177,35.9004588,139.4738024,35.93186968
N068,N031,0.67271291,139.475443,35.92278785,139.4833958,35.93285874
N047,N031,0.67249028,139.4719071,35.92654005,139.4833958,35.93285874
N024,N051,0.67019139,139.4779782,35.93637544,139.4801564,35.92528365
N051,N176,0.66556678,139.4801564,35.92528365,139.479646,35.90174465
N104,N082,0.66515018,139.4791296,35.91825541,139.494979,35.92320476
N026,N177,0.66482832,139.4887153,35.93199348,139.4848177,35.9004588
N034,N082,0.65870734,139.4823289,35.92925296,139.494979,35.92320476
N084,N161,0.65604987,139.4919175,35.91985361,139.4751826,35.90413321
N038,N159,0.65447179,139.4857581,35.92730148,139.4819365,35.90669505
N104,N051,0.65224315,139.4791296,35.91825541,139.4801564,35.92528365
N104,N051,0.65008667,139.4791296,35.91825541,139.4801564,35.92528365
N054,N176,0.64927377,139.4891153,35.92486934,139.479646,35.90174465
N124,N161,0.64875536,139.4706213,35.91712919,139.4751826,35.90413321
N142,N176,0.64854716,139.4863781,35.90928989,139.479646,35.90174465
N176,N026,0.64324025,139.479646,35.90174465,139.4887153,35.93199348
N047,N082,0.64137214,139.4719071,35.92654005,139.494979,35.92320476
N068,N024,0.63773497,139.475443,35.92278785,139.4779782,35.93637544
N047,N024,0.63411608,139.4719071,35.92654005,139.4779782,35.93637544
N034,N104,0.62963942,139.4823289,35.92925296,139.4791296,35.91825541
N029,N082,0.62936177,139.4738024,35.93186968,139.494979,35.92320476
N084,N104,0.62554332,139.4919175,35.91985361,139.4791296,35.91825541
N177,N038,0.62448667,139.4848177,35.9004588,139.4857581,35.92730148
N104,N029,0.62407968,139.4791296,35.91825541,139.4738024,35.93186968
N036,N054,0.62326225,139.4785868,35.92960222,139.4891153,35.92486934
N177,N054,0.61966384,139.4848177,35.9004588,139.4891153,35.92486934
N084,N176,0.61772717,139.4919175,35.91985361,139.479646,35.90174465
N026,N176,0.61535195,139.4887153,35.93199348,139.479646,35.90174465
N124,N029,0.61497579,139.4706213,35.91712919,139.4738024,35.93186968
N161,N026,0.6059183,139.4751826,35.90413321,139.4887153,35.93199348
N084,N038,0.60579251,139.4919175,35.91985361,139.4857581,35.92730148
N031,N159,0.59910391,139.4833958,35.93285874,139.4819365,35.90669505
N104,N142,0.59772046,139.4791296,35.91825541,139.4863781,35.90928989
N051,N124,0.59493379,139.4801564,35.92528365,139.4706213,35.91712919
N082,N021,0.59091995,139.494979,35.92320476,139.4827885,35.93943183
N050,N029,0.5841991,139.4923525,35.92744048,139.4738024,35.93186968
N159,N051,0.58285424,139.4819365,35.90669505,139.4801564,35.92528365
N036,N124,0.58166196,139.4785868,35.92960222,139.4706213,35.91712919
N104,N084,0.57769011,139.4791296,35.91825541,139.4919175,35.91985361
N029,N026,0.57092693,139.4738024,35.93186968,139.4887153,35.93199348
N068,N082,0.57052016,139.475443,35.92278785,139.494979,35.92320476
N082,N176,0.56997163,139.494979,35.92320476,139.479646,35.90174465
N054,N124,0.56758935,139.4891153,35.92486934,139.4706213,35.91712919
N024,N159,0.56483822,139.4779782,35.93637544,139.4819365,35.90669505
N026,N034,0.56202247,139.4887153,35.93199348,139.4823289,35.92925296
N084,N177,0.56146544,139.4919175,35.91985361,139.4848177,35.9004588
N124,N177,0.55961746,139.4706213,35.91712919,139.4848177,35.9004588
N031,N082,0.55695752,139.4833958,35.93285874,139.494979,35.92320476
N161,N034,0.55580676,139.4751826,35.90413321,139.4823289,35.92925296
N177,N124,0.55368381,139.4848177,35.9004588,139.4706213,35.91712919
N051,N024,0.55213042,139.4801564,35.92528365,139.4779782,35.93637544
N161,N038,0.54305654,139.4751826,35.90413321,139.4857581,35.92730148
N054,N047,0.54197347,139.4891153,35.92486934,139.4719071,35.92654005
N054,N034,0.5410562,139.4891153,35.92486934,139.4823289,35.92925296
N176,N054,0.5383375,139.479646,35.90174465,139.4891153,35.92486934
